impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-097974,A524403,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,,Cat,9 DAYS,Unaltered,Domestic Shorthair,Black,04/18/2017 12:00:00 AM,Received on,13800 TUKWILA INTERNATIONAL BLVD,TUKWILA,WA,98168,TUKWILA,47.479578,-122.283972,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524403,Image Copyright HLP Inc. 2017,"13800 TUKWILA INTERNATIONAL BLVD
TUKWILA, WA 98168
(47.479578, -122.283972)","Received on: 2017-04-18<p></p> Found Near: 13800 TUKWILA INTERNATIONAL BLVD, TUKWILA WA 98168<p></p> Description: Black Unaltered Domestic Shorthair Cat<p></p> Age: 9 DAYS<p></p> Current Location: In RASKC Foster Home <p></p>"
K17-097786,A523648,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Mediumhair,Calico / White,04/06/2017 12:00:00 AM,Received on,12700 RENTON AVE S,SEATTLE,WA,98178,KING COUNTY,,,,Image Copyright HLP Inc. 2017,"12700 RENTON AVE S
SEATTLE, WA 98178
","Received on: 2017-04-06<p></p> Found Near: 12700 RENTON AVE S, SEATTLE WA 98178<p></p> Description: Calico / White Unaltered Domestic Mediumhair Cat<p></p> Age: NO AGE<p></p>"
K17-097722,A523327,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,4 YEARS,Neutered Male,Domestic Shorthair,White / Gray,04/03/2017 12:00:00 AM,Received on,2800 S 150TH ST,SEATAC,WA,98188,SEATAC,,,,Image Copyright HLP Inc. 2017,"2800 S 150TH ST
SEATAC, WA 98188
","Received on: 2017-04-03<p></p> Found Near: 2800 S 150TH ST, SEATAC WA 98188<p></p> Description: White / Gray Neutered Male Domestic Shorthair Cat<p></p> Age: 4 YEARS<p></p>"
K17-097815,A523714,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A523714,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",T-Bone,Dog,2 YEARS,Neutered Male,American Bulldog,Br Brindle / White,04/08/2017 12:00:00 AM,Received on,400 SE ORCHARD DR,NORTH BEND,WA,98045,NORTH BEND,47.490398,-121.784672,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A523714,Image Copyright HLP Inc. 2017,"400 SE ORCHARD DR
NORTH BEND, WA 98045
(47.490398, -121.784672)","Received on: 2017-04-08<p></p> Found Near: 400 SE ORCHARD DR, NORTH BEND WA 98045<p></p> Description: Br Brindle / White Neutered Male American Bulldog Dog<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-098057,A524589,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A524589,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Donna,Dog,10 MONTHS,Spayed Female,Labrador Retriever,Black,04/21/2017 12:00:00 AM,Received on,30000 SE PRESTON WAY,ISSAQUAH,WA,98027,KING COUNTY,47.526858,-121.940812,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524589,Image Copyright HLP Inc. 2017,"30000 SE PRESTON WAY
ISSAQUAH, WA 98027
(47.526858, -121.940812)","Received on: 2017-04-21<p></p> Found Near: 30000 SE PRESTON WAY, ISSAQUAH WA 98027<p></p> Description: Black Spayed Female Labrador Retriever Dog<p></p> Age: 10 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-097866,A523990,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,,Cat,18 DAYS,Unaltered,Domestic Shorthair,Brn Tabby,04/12/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A523990,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-04-12<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Brn Tabby Unaltered Domestic Shorthair Cat<p></p> Age: 18 DAYS<p></p> Current Location: In RASKC Foster Home <p></p>"
K16-089865,A496205,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Missy,Cat,10 YEARS,Spayed Female,Domestic Mediumhair,White,05/31/2016 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,COVINGTON,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A496205,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2016-05-31<p></p> Description: White Spayed Female Domestic Mediumhair Cat<p></p> Age: 10 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>
K15-081328,A467465,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Petal,Cat,11 YEARS,Spayed Female,Domestic Longhair,Black / White,06/19/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,MAPLE VALLEY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A467465,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2015-06-19<p></p> Description: Black / White Spayed Female Domestic Longhair Cat<p></p> Age: 11 YEARS<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>
K17-098012,A524500,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Pumpkin,Cat,16 YEARS,Neutered Male,Domestic Longhair,White / Orange,04/19/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524500,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-04-19<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: White / Orange Neutered Male Domestic Longhair Cat<p></p> Age: 16 YEARS<p></p> Current Location: In RASKC Foster Home <p></p>"
K17-097852,A523930,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A523930,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Maple,Dog,6 YEARS,Spayed Female,Pit Bull,Brown / White,04/11/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A523930,Image Copyright HLP Inc. 2017,,"Received on: 2017-04-11<p></p> Description: Brown / White<p></p>  Spayed Female Pit Bull Dog<p></p> Age: 6 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is Maple and I am available for adoption at the RASKC Pet Adoption Center in Kent.<p></p><p></p>I was brought in by a good samaritan on 4/11/17.<p></p><p></p><p></p>I am a very smart dog!  I have shown my caregivers that I already know how to &quot;sit&quot;<p></p><p></p>I am an independent dog who likes to do my own thing!<p></p><p></p>I would do best in a home with older children.<p></p><p></p>My personality color is RED.  I am a spirited dog with a fun-loving personality!  I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p></p><p></p>My caregivers have observed that I might not get along with other dogs.  I may do best as the only dog in my new home, or need to meet other dogs in the home first.<p></p><p></p><p></p> Adoption Fee: $100.00<p></p>"
K17-097951,A524247,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A524247,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Rocco,Dog,1 YEAR,Neutered Male,Chihuahua - Smooth Coated / Pug,Fawn / Black,04/16/2017 12:00:00 AM,Received on,3500 S 160TH ST,SEATAC,WA,98188,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524247,Image Copyright HLP Inc. 2017,"3500 S 160TH ST
SEATAC, WA 98188
","Received on: 2017-04-16<p></p> Found Near: 3500 S 160TH ST, SEATAC WA 98188<p></p> Description: Fawn / Black Neutered Male Chihuahua - Smooth Coated / Pug Dog<p></p> Age: 1 YEAR<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>"
K17-098085,A524626,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A524626,"Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188",Stormy,Cat,8 MONTHS,Spayed Female,Domestic Shorthair,Black / Brown,04/22/2017 12:00:00 AM,Received on,17200 SOUTHCENTER PKWY 100,TUKWILA,WA,98188,TUKWILA,47.449119,-122.25821,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524626,Image Copyright HLP Inc. 2017,"17200 SOUTHCENTER PKWY 100
TUKWILA, WA 98188
(47.449119, -122.25821)","Received on: 2017-04-22<p></p> Description: Black / Brown<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 8 MONTHS<p></p> Current Location: Tukwila Petco 17200 SOUTHCENTER PKWY 100 TUKWILA, WA 98188<p></p>Hi!  My name is Stormy and I am available for adoption at the Tukwila Petco.<p></p><p></p>I was brought in by my previous owner on 4/22/17 because they lost their home.  I lived in a home with other cats.  My previous owner described me as energetic, friendly and playful. <p></p><p></p>My personality color is GREEN.  I am an adaptable cat who loves to go with the flow!  I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats.  When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p>My previous caregivers noted that I do not seem to get along with young children. I tend to run and hide from them.<p></p><p></p><p></p> Adoption Fee: $30.00<p></p>"
K17-098147,A524833,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A524833,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Guinea Pig,NO AGE,Unaltered,Guinea Pig,White,04/25/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524833,Image Copyright HLP Inc. 2017,,"Received on: 2017-04-25<p></p> Description: White<p></p>  Unaltered Guinea Pig Guinea Pig<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p><p></p> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>"
K17-096413,A519039,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Rex,Dog,3 YEARS,Neutered Male,Pit Bull,Br Brindle,01/22/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A519039,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2017-01-22<p></p> Description: Br Brindle Neutered Male Pit Bull Dog<p></p> Age: 3 YEARS<p></p> Current Location: In RASKC Foster Home <p></p>Hi!  My name is Rex and I am available for adoption at the RASKC Pet Adoption Center in Kent.<p></p><p></p>I was brought in by a good samaritan on 1/22/17.<p></p><p></p>I am a very smart dog!  I have shown my caregivers that I already know how to &quot;sit&quot;, &quot;down&quot; and &quot;shake&quot;.<p></p><p></p>My personality color is RED.  I am a spirited dog with a fun-loving personality!  I am working hard on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p></p><p></p>I am an independent dog who likes to do my own thing!<p></p><p></p>I am full of energy and I love to play!  I tend to calm down more when the people around me stay calm.  I do best when I have lots of exercise and something to keep my mind busy.<p></p><p></p>My caregivers have observed that I might not get along with other dogs.  I may do best as the only dog in my new home, or need to meet other dogs in the home first.<p></p><p></p>Adoption Fee: $100.00<p></p>"
K17-098144,A524830,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A524830,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Guinea Pig,NO AGE,Unaltered,Guinea Pig,White,04/25/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524830,Image Copyright HLP Inc. 2017,,"Received on: 2017-04-25<p></p> Description: White<p></p>  Unaltered Guinea Pig Guinea Pig<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p><p></p> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>"
K17-097841,A523871,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A523871,Meowtropolitan,Minuit,Cat,9 YEARS,Neutered Male,Domestic Mediumhair,Black,04/10/2017 12:00:00 AM,Received on,14600 200TH AVE SE,RENTON,WA,98059,KING COUNTY,47.471388,-122.07502,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A523871,Image Copyright HLP Inc. 2017,"14600 200TH AVE SE
RENTON, WA 98059
(47.471388, -122.07502)","Received on: 2017-04-10<p></p> Found Near: 14600 200TH AVE SE, RENTON WA 98059<p></p> Description: Black Neutered Male Domestic Mediumhair Cat<p></p> Age: 9 YEARS<p></p> Current Location: Meowtropolitan<p></p>"
K17-098150,A524837,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A524837,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Female,Domestic Mediumhair,Black / White,04/25/2017 12:00:00 AM,Received on,18900 47TH AVE S,SEATAC,WA,98188,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524837,Image Copyright HLP Inc. 2017,"18900 47TH AVE S
SEATAC, WA 98188
","Received on: 2017-04-25<p></p> Found Near: 18900 47TH AVE S, SEATAC WA 98188<p></p> Description: Black / White Female Domestic Mediumhair Cat<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-097867,A523991,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,,Cat,18 DAYS,Unaltered,Domestic Shorthair,Brn Tabby,04/12/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A523991,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-04-12<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Brn Tabby Unaltered Domestic Shorthair Cat<p></p> Age: 18 DAYS<p></p> Current Location: In RASKC Foster Home <p></p>"
K17-098083,A524625,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A524625,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Brier,Dog,8 YEARS,Male,Smooth Collie / Mix,Black / Tan,04/22/2017 12:00:00 AM,Received on,27600 SE 472ND ST,ENUMCLAW,WA,98022,KING COUNTY,47.178818,-121.973742,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524625,Image Copyright HLP Inc. 2017,"27600 SE 472ND ST
ENUMCLAW, WA 98022
(47.178818, -121.973742)","Received on: 2017-04-22<p></p> Found Near: 27600 SE 472ND ST, ENUMCLAW WA 98022<p></p> Description: Black / Tan Male Smooth Collie / Mix Dog<p></p> Age: 8 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-097566,A522964,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1692622,LOST,Teddy,Dog,,Male,Labrador Retriever,Unknown,03/26/2017 12:00:00 AM,Date Lost,MARTIN LUTHER KING JR WAY & MARTIN LUTHER KING JR WAY,SEATTLE,WA,98122,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1692622,Image Copyright HLP Inc. 2017,"MARTIN LUTHER KING JR WAY &amp; MARTIN LUTHER KING JR WAY
SEATTLE, WA 98122
",
K17-097933,A522305,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A522305,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dante,Dog,3 YEARS,Neutered Male,German Shepherd / Mix,Brown / Black,04/15/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A522305,Image Copyright HLP Inc. 2017,,"Received on: 2017-04-15<p></p> Description: Brown / Black<p></p>  Neutered Male German Shepherd / Mix Dog<p></p> Age: 3 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi!  My name is dante and I am available for adoption at the RASKC Pet Adoption Center in Kent <p></p><p></p>I was brought in by an Animal Control Officer on 3/17/16.<p></p><p></p>My personality color is BLUE.  I am a gentle and loving dog who likes to take things slow.  I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up.  Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am a very smart dog!  I have shown my caregivers that I already know how to &quot;sit&quot;, &quot;shake&quot;.<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other large dogs.  When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p><p></p><p></p> Adoption Fee: $200.00<p></p>"
K17-097721,A523326,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,3 YEARS,Female,Domestic Shorthair,Calico,04/03/2017 12:00:00 AM,Received on,27000 174TH PL SE,COVINGTON,WA,98042,COVINGTON,47.359078,-122.109172,,Image Copyright HLP Inc. 2017,"27000 174TH PL SE
COVINGTON, WA 98042
(47.359078, -122.109172)","Received on: 2017-04-03<p></p> Found Near: 27000 174TH PL SE, COVINGTON WA 98042<p></p> Description: Calico Female Domestic Shorthair Cat<p></p> Age: 3 YEARS<p></p>"
K17-098139,A524825,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A524825,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Guinea Pig,NO AGE,Female,Guinea Pig,White,04/25/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524825,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-04-25<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: White Female Guinea Pig Guinea Pig<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-097973,A524401,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Black / White,04/18/2017 12:00:00 AM,Received on,14000 33RD PL S,TUKWILA,WA,98168,TUKWILA,,,,Image Copyright HLP Inc. 2017,"14000 33RD PL S
TUKWILA, WA 98168
","Received on: 2017-04-18<p></p> Found Near: 14000 33RD PL S, TUKWILA WA 98168<p></p> Description: Black / White Unaltered Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K17-098143,A524829,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A524829,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Guinea Pig,NO AGE,Unaltered,Guinea Pig,White,04/25/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A524829,Image Copyright HLP Inc. 2017,,"Received on: 2017-04-25<p></p> Description: White<p></p>  Unaltered Guinea Pig Guinea Pig<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p><p></p> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>"
K17-097945,A524241,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1700336,LOST,Abby,Dog,,,Beagle,Unknown,04/14/2017 12:00:00 AM,Date Lost,S 160TH ST AND 42ND AVE S,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1700336,Image Copyright HLP Inc. 2017,"S 160TH ST AND 42ND AVE S
",
K17-097350,A522345,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1687782,LOST,Bella,Dog,,Female,Border Collie,Unknown,03/17/2017 12:00:00 AM,Date Lost,26300 197TH PL SE,COVINGTON,WA,98042,COVINGTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1687782,Image Copyright HLP Inc. 2017,"26300 197TH PL SE
COVINGTON, WA 98042
",
K17-097978,A524408,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1701360,LOST,Spooky,Cat,,Female,American Shorthair,Unknown,04/17/2017 12:00:00 AM,Date Lost,579 NH RTE 119 UNIT 3,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1701360,Image Copyright HLP Inc. 2017,"579 NH RTE 119 UNIT 3
",
K17-097405,A522467,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1689007,In Public Home,,Dog,,Male,Labrador Retriever,Black / White,03/20/2017 12:00:00 AM,Date Found,3500 S 137TH ST,TUKWILA,WA,98168,TUKWILA,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1689007,Image Copyright HLP Inc. 2017,"3500 S 137TH ST
TUKWILA, WA 98168
",
K17-097763,A523478,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1695905,LOST,Olive,Dog,,Female,Cairn Terrier,Unknown,04/04/2017 12:00:00 AM,Date Lost,1000 N 34TH ST,SEATTLE,WA,98103,SEATTLE,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1695905,Image Copyright HLP Inc. 2017,"1000 N 34TH ST
SEATTLE, WA 98103
",
K17-097455,A522603,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1689791,LOST,Torch,Cat,,Male,Domestic Shorthair,Unknown,03/21/2017 12:00:00 AM,Date Lost,7600 S LANGSTON RD,SEATTLE,WA,98178,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1689791,Image Copyright HLP Inc. 2017,"7600 S LANGSTON RD
SEATTLE, WA 98178
",
K17-097891,A524075,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1699161,LOST,Hank,Cat,,Male,Abyssinian,Unknown,04/11/2017 12:00:00 AM,Date Lost,19600 SE 259TH ST,COVINGTON,WA,98042,COVINGTON,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1699161,Image Copyright HLP Inc. 2017,"19600 SE 259TH ST
COVINGTON, WA 98042
",
K17-097987,A524417,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1701507,LOST,Vegas,Dog,,Male,Shih Tzu,Unknown,04/18/2017 12:00:00 AM,Date Lost,10600 SE 240TH ST,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1701507,Image Copyright HLP Inc. 2017,"10600 SE 240TH ST
KENT, WA 98031
",
K17-097319,A522279,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1687133,LOST,Smokey,Cat,,Male,Domestic Shorthair,Unknown,03/15/2017 12:00:00 AM,Date Lost,19400 MARINE VIEW DR SW,NORMANDY PARK,WA,98166,NORMANDY PARK,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1687133,Image Copyright HLP Inc. 2017,"19400 MARINE VIEW DR SW
NORMANDY PARK, WA 98166
",
K17-097389,A522384,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1688568,LOST,Roscoe,Dog,,Male,Miniature Pinscher,Unknown,03/19/2017 12:00:00 AM,Date Lost,114TH PL SE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1688568,Image Copyright HLP Inc. 2017,"114TH PL SE
",
K17-097411,A522474,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1689157,LOST,Steve,Cat,,Male,Domestic Shorthair,Unknown,03/19/2017 12:00:00 AM,Date Lost,22900 112TH PL SE,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1689157,Image Copyright HLP Inc. 2017,"22900 112TH PL SE
KENT, WA 98031
",
K17-097630,A523105,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1693495,LOST,Maximus,Dog,,Male,Labrador Retriever,Unknown,03/26/2017 12:00:00 AM,Date Lost,11300 200TH AVE E,BONNEY LAKE,WA,98391,PIERCE COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1693495,Image Copyright HLP Inc. 2017,"11300 200TH AVE E
BONNEY LAKE, WA 98391
",
